epoch,AUPRC,AUROC,loss,val_AUPRC,val_AUROC,val_loss
0,0.6737626194953918,0.9715356826782227,0.01263747550547123,0.6668489575386047,0.9707696437835693,0.013889636844396591
1,0.6473269462585449,0.9914531111717224,0.012596421875059605,0.5528815984725952,0.975174605846405,0.017089812085032463
2,0.7346913814544678,0.9810539484024048,0.010886035859584808,0.716381311416626,0.976612389087677,0.011883728206157684
3,0.8047403693199158,0.9857550263404846,0.009350729174911976,0.6687249541282654,0.9638095498085022,0.016302311792969704
4,0.7506389617919922,0.9832219481468201,0.010418756864964962,0.7157415151596069,0.9772704839706421,0.011740539222955704
5,1.0,0.9999999403953552,0.004586197901517153,0.7457517385482788,0.9839999675750732,0.01277762558311224
6,0.7650023698806763,0.9848203659057617,0.0100125502794981,0.7396100759506226,0.9783157110214233,0.01130683533847332
7,0.6893531680107117,0.9205508828163147,0.014316163025796413,0.6769753694534302,0.9700952768325806,0.015337026678025723
8,0.7774521708488464,0.9862120747566223,0.009653167799115181,0.7200912833213806,0.977212131023407,0.01175517588853836
9,0.8367282152175903,0.9908405542373657,0.011790277436375618,0.6044767498970032,0.9700953364372253,0.016840552911162376
10,0.78618323802948,0.9874528646469116,0.009369897656142712,0.7092417478561401,0.9761075377464294,0.0125668840482831
