fpr,tpr
0.0,0.0
5.037732617303604e-06,0.0
0.0012896595500297226,0.0
0.0012997350152643297,0.0
0.001360187806671973,0.0
0.001360187806671973,9.150805270863836e-05
0.0018236592074639046,9.150805270863836e-05
0.0018236592074639046,0.00018301610541727673
0.0019798289186003164,0.00018301610541727673
0.0019798289186003164,0.0002745241581259151
0.002508790843417195,0.0002745241581259151
0.002508790843417195,0.00036603221083455345
0.002518866308651802,0.00036603221083455345
0.002518866308651802,0.0004575402635431918
0.002619620960997874,0.0004575402635431918
0.002619620960997874,0.0005490483162518302
0.0026901492176401244,0.0005490483162518302
0.0026901492176401244,0.0006405563689604685
0.0027254133459612495,0.0006405563689604685
0.0027254133459612495,0.0007320644216691069
0.0027506020090477677,0.0007320644216691069
0.0027506020090477677,0.0008235724743777453
0.002775790672134286,0.0008235724743777453
0.002775790672134286,0.0009150805270863836
0.0028412811961592327,0.0009150805270863836
0.00285135666139384,0.0009150805270863836
0.00285135666139384,0.001006588579795022
0.002901733987566876,0.001006588579795022
0.002901733987566876,0.0010980966325036604
0.002911809452801483,0.0010980966325036604
0.002911809452801483,0.0011896046852122987
0.0031032432922590203,0.0011896046852122987
0.0031032432922590203,0.001281112737920937
0.003360167655741504,0.001281112737920937
0.003360167655741504,0.0013726207906295754
0.003470997773322183,0.0013726207906295754
0.003470997773322183,0.0014641288433382138
0.0035163373668779157,0.0014641288433382138
0.0035163373668779157,0.0015556368960468522
0.0035314505647298265,0.0015556368960468522
0.0035314505647298265,0.0016471449487554905
0.0035566392278163442,0.0016471449487554905
0.0035566392278163442,0.001738653001464129
0.0037077712063354525,0.001738653001464129
0.0037077712063354525,0.0018301610541727673
0.003727922136804667,0.0018301610541727673
0.003727922136804667,0.0019216691068814056
0.0038085258586815244,0.0019216691068814056
0.0038085258586815244,0.002013177159590044
0.003818601323916132,0.002013177159590044
0.003818601323916132,0.0021046852122986823
0.00384378998700265,0.0021046852122986823
0.00384378998700265,0.0021961932650073207
0.003858903184854561,0.0021961932650073207
0.003858903184854561,0.0023792093704245974
0.004085601152633223,0.0023792093704245974
0.004085601152633223,0.002470717423133236
0.004171242607127384,0.002470717423133236
0.004171242607127384,0.002562225475841874
0.004181318072361991,0.002562225475841874
0.004181318072361991,0.0026537335285505125
0.004226657665917724,0.0026537335285505125
0.004226657665917724,0.002745241581259151
0.004236733131152331,0.002745241581259151
0.004236733131152331,0.0028367496339677892
0.004357638713967617,0.0028367496339677892
0.004357638713967617,0.0029282576866764276
0.004458393366313689,0.0029282576866764276
0.004458393366313689,0.003019765739385066
0.004659902671005834,0.003019765739385066
0.004659902671005834,0.0031112737920937043
0.004669978136240441,0.0031112737920937043
0.004669978136240441,0.0032027818448023427
0.0046901290667096555,0.0032027818448023427
0.0046901290667096555,0.003294289897510981
0.0047002045319442624,0.003294289897510981
0.0047002045319442624,0.0033857979502196194
0.004735468660265388,0.0033857979502196194
0.004735468660265388,0.003477306002928258
0.004770732788586513,0.003477306002928258
0.004770732788586513,0.003568814055636896
0.004816072382142245,0.003568814055636896
0.004816072382142245,0.003751830161054173
0.004972242093278657,0.003751830161054173
0.004972242093278657,0.0038433382137628112
0.004982317558513264,0.0038433382137628112
0.004982317558513264,0.00393484626647145
0.00501758168683439,0.00393484626647145
0.00501758168683439,0.004026354319180088
0.005067959013007425,0.004026354319180088
0.005067959013007425,0.004117862371888726
0.005093147676093944,0.004117862371888726
0.005093147676093944,0.004209370424597365
0.005103223141328551,0.004209370424597365
0.005103223141328551,0.004300878477306003
0.005178789130588105,0.004300878477306003
0.005178789130588105,0.004392386530014641
0.005188864595822712,0.004392386530014641
0.005188864595822712,0.00448389458272328
0.005193902328440016,0.00448389458272328
0.005193902328440016,0.004575402635431918
0.005239241921995748,0.004575402635431918
0.005239241921995748,0.0046669106881405565
0.005244279654613051,0.0046669106881405565
0.005244279654613051,0.004758418740849195
0.005264430585082266,0.004758418740849195
0.005264430585082266,0.004849926793557833
0.00526946831769957,0.004849926793557833
0.00526946831769957,0.004941434846266472
0.005274506050316873,0.004941434846266472
0.005274506050316873,0.00503294289897511
0.0053198456438726055,0.00503294289897511
0.0053198456438726055,0.005215959004392387
0.0053248833764899094,0.005215959004392387
0.0053248833764899094,0.005307467057101025
0.005350072039576427,0.005307467057101025
0.005350072039576427,0.005398975109809663
0.005400449365749464,0.005398975109809663
0.005400449365749464,0.005490483162518302
0.0054054870983667675,0.005490483162518302
0.0054054870983667675,0.00558199121522694
0.005445788959305196,0.00558199121522694
0.005445788959305196,0.0056734992679355785
0.005470977622391714,0.0056734992679355785
0.005470977622391714,0.005765007320644217
0.005506241750712839,0.005765007320644217
0.005506241750712839,0.005948023426061494
0.005541505879033964,0.005948023426061494
0.005541505879033964,0.006039531478770132
0.005551581344268572,0.006039531478770132
0.005551581344268572,0.00613103953147877
0.005561656809503179,0.00613103953147877
0.005561656809503179,0.006222547584187409
0.005612034135676215,0.006222547584187409
0.005612034135676215,0.006314055636896047
0.00564729826399734,0.006314055636896047
0.00564729826399734,0.006405563689604685
0.005682562392318465,0.006405563689604685
0.005682562392318465,0.006497071742313324
0.00570271332278768,0.006497071742313324
0.00570271332278768,0.0066800878477306005
0.005743015183726109,0.0066800878477306005
0.005743015183726109,0.006771595900439239
0.00577324157942993,0.006771595900439239
0.00577324157942993,0.006863103953147877
0.005783317044664537,0.006863103953147877
0.005783317044664537,0.006954612005856516
0.005813543440368359,0.006954612005856516
0.005813543440368359,0.007046120058565154
0.005833694370837574,0.007046120058565154
0.005833694370837574,0.007137628111273792
0.005838732103454877,0.007137628111273792
0.005838732103454877,0.007229136163982431
0.005873996231776002,0.007229136163982431
0.005873996231776002,0.007320644216691069
0.005924373557949039,0.007320644216691069
0.005924373557949039,0.007503660322108346
0.005964675418887467,0.007503660322108346
0.005964675418887467,0.007595168374816984
0.005979788616739378,0.007595168374816984
0.005979788616739378,0.0076866764275256225
0.006004977279825896,0.0076866764275256225
0.006004977279825896,0.007778184480234261
0.0060100150124432,0.007778184480234261
0.0060100150124432,0.0078696925329429
0.006015052745060503,0.0078696925329429
0.006015052745060503,0.007961200585651538
0.006050316873381628,0.007961200585651538
0.006050316873381628,0.008052708638360176
0.006055354605998932,0.008052708638360176
