epoch,AUPRC,AUROC,loss,val_AUPRC,val_AUROC,val_loss
0,0.19236865639686584,0.6618513464927673,0.011497873812913895,0.21459649503231049,0.5616335272789001,0.011602681130170822
1,0.08146021515130997,0.11428570747375488,0.010525566525757313,0.1388895958662033,0.1608763188123703,0.015511736273765564
2,0.222508504986763,0.7013343572616577,0.009257568046450615,0.21659688651561737,0.5701062679290771,0.010983009822666645
3,0.15226145088672638,0.20476189255714417,0.023284949362277985,0.14139826595783234,0.15894842147827148,0.017433656379580498
4,0.2471504509449005,0.7167583107948303,0.008617788553237915,0.22065065801143646,0.5711066126823425,0.011571311391890049
5,0.0768950954079628,0.095238097012043,0.004916423000395298,0.12450549751520157,0.15879298746585846,0.01314778346568346
6,0.2647235095500946,0.724933385848999,0.008229034952819347,0.22124899923801422,0.5707767605781555,0.01160898245871067
7,0.11022842675447464,0.12857142090797424,0.007212014868855476,0.14296160638332367,0.1590939164161682,0.012648899108171463
8,0.27957090735435486,0.7363757491111755,0.007714494597166777,0.2189561277627945,0.5656560659408569,0.010550517588853836
9,0.10000000149011612,0.10000000149011612,0.004872037097811699,0.1450500637292862,0.16132275760173798,0.01303782593458891
