epoch,AUPRC,AUROC,loss,val_AUPRC,val_AUROC,val_loss
0,0.17601275444030762,0.6470115780830383,0.012018385343253613,0.2039453685283661,0.541217029094696,0.011507252231240273
1,0.10000000149011612,0.10000000149011612,0.004717415664345026,0.11892631649971008,0.15509207546710968,0.013877036049962044
2,0.20584480464458466,0.6807445883750916,0.010040107183158398,0.20538894832134247,0.5539549589157104,0.012132235802710056
3,0.11479354649782181,0.14761903882026672,0.011122984811663628,0.12210030853748322,0.15685847401618958,0.016649501398205757
4,0.2209264189004898,0.7090271711349487,0.009542817249894142,0.21810626983642578,0.5584545135498047,0.01162911206483841
5,0.1666666716337204,0.1666666716337204,0.00865949783474207,0.1249319538474083,0.15894179046154022,0.015005586668848991
6,0.23353248834609985,0.7213114500045776,0.009031469002366066,0.22071917355060577,0.5647032856941223,0.012029682286083698
7,0.10000000149011612,0.10000000149011612,0.00816011056303978,0.14488524198532104,0.1592361181974411,0.011071857064962387
8,0.25684279203414917,0.7268129587173462,0.00868852250277996,0.22898200154304504,0.5687842965126038,0.011224700137972832
9,0.10294640064239502,0.10952380299568176,0.008167793974280357,0.13405421376228333,0.15767857432365417,0.019213367253541946
10,0.33170121908187866,0.7311766147613525,0.008368492126464844,0.22405926883220673,0.565534770488739,0.010343307629227638
11,0.05707726627588272,0.06111110746860504,0.01115826889872551,0.14950111508369446,0.16370369493961334,0.012665685266256332
12,0.3009333908557892,0.736638069152832,0.007989100180566311,0.22504208981990814,0.5700574517250061,0.011437241919338703
13,0.10751156508922577,0.12619046866893768,0.009427654556930065,0.12122179567813873,0.15641532838344574,0.018600765615701675
14,0.29451069235801697,0.7417546510696411,0.007674064487218857,0.21804991364479065,0.566677987575531,0.012376274913549423
15,0.0768950954079628,0.095238097012043,0.004904479719698429,0.1376493275165558,0.1604459136724472,0.01767090894281864
16,0.3188585638999939,0.7443152070045471,0.007500438019633293,0.22743450105190277,0.5621951818466187,0.011135023087263107
17,0.06666667014360428,0.06666667014360428,0.004357481840997934,0.1347595602273941,0.15635251998901367,0.016719181090593338
