epoch,AUPRC,AUROC,loss,val_AUPRC,val_AUROC,val_loss
0,0.3396807909011841,0.5910459756851196,0.013783537782728672,0.380327433347702,0.606850266456604,0.012643299996852875
1,0.1666666716337204,0.1666666716337204,0.008892971090972424,0.06666667014360428,0.06666667014360428,0.0013483744114637375
2,0.39453214406967163,0.6151151657104492,0.00970818568021059,0.39647018909454346,0.6127169728279114,0.011478402651846409
3,0.25,0.26249998807907104,0.018570471554994583,0.06666667014360428,0.06666667014360428,0.0036282241344451904
4,0.41028892993927,0.6186921000480652,0.008951971307396889,0.3950946629047394,0.612816572189331,0.01167530007660389
5,0.13333334028720856,0.13333334028720856,0.004445787984877825,0.06666667014360428,0.06666667014360428,0.0016291886568069458
6,0.433874249458313,0.6209843158721924,0.008290288038551807,0.3957006633281708,0.6103000044822693,0.011828229762613773
7,0.23333333432674408,0.23333333432674408,0.011534458957612514,0.06666667014360428,0.06666667014360428,0.0007590879686176777
8,0.4442538022994995,0.6228392720222473,0.00787276029586792,0.39291489124298096,0.6124119162559509,0.011319398880004883
9,0.06666667014360428,0.06666667014360428,0.008601301349699497,0.06666667014360428,0.06666667014360428,0.0026138140819966793
