,fpr,tpr
0,0.0,0.0
1,1.6191159303197268e-06,0.0
2,1.6191159303197268e-06,2.6674491184080665e-05
3,6.476463721278907e-06,2.6674491184080665e-05
4,6.476463721278907e-06,5.334898236816133e-05
5,8.095579651598635e-06,5.334898236816133e-05
6,8.095579651598635e-06,8.002347355224199e-05
7,9.71469558191836e-06,8.002347355224199e-05
8,9.71469558191836e-06,0.00010669796473632266
9,1.1333811512238087e-05,0.00010669796473632266
10,1.1333811512238087e-05,0.00013337245592040333
11,1.2952927442557815e-05,0.00013337245592040333
12,1.2952927442557815e-05,0.00016004694710448398
13,1.4572043372877542e-05,0.00016004694710448398
14,1.4572043372877542e-05,0.00018672143828856464
15,1.619115930319727e-05,0.00018672143828856464
16,1.619115930319727e-05,0.00021339592947264532
17,1.7810275233516995e-05,0.00021339592947264532
18,1.7810275233516995e-05,0.00026674491184080666
19,2.104850709415645e-05,0.00026674491184080666
20,2.4286738954795904e-05,0.00026674491184080666
21,3.076320267607481e-05,0.00026674491184080666
22,3.076320267607481e-05,0.0002934194030248873
23,3.7239666397353715e-05,0.0002934194030248873
24,3.7239666397353715e-05,0.00032009389420896797
25,3.885878232767344e-05,0.00032009389420896797
26,3.885878232767344e-05,0.00034676838539304865
27,4.857347790959181e-05,0.00034676838539304865
28,4.857347790959181e-05,0.0003734428765771293
29,5.019259383991153e-05,0.0003734428765771293
30,5.019259383991153e-05,0.00040011736776120996
31,5.181170977023126e-05,0.00040011736776120996
32,5.181170977023126e-05,0.00042679185894529064
33,5.504994163087071e-05,0.00042679185894529064
34,5.504994163087071e-05,0.00045346635012937127
35,6.152640535214963e-05,0.00045346635012937127
36,6.152640535214963e-05,0.0005068153324975326
37,6.314552128246934e-05,0.0005068153324975326
38,6.314552128246934e-05,0.0005334898236816133
39,6.476463721278908e-05,0.0005334898236816133
40,6.476463721278908e-05,0.0005601643148656939
41,6.63837531431088e-05,0.0005601643148656939
42,6.63837531431088e-05,0.0006135132972338553
43,6.800286907342853e-05,0.0006135132972338553
44,6.800286907342853e-05,0.0006401877884179359
45,6.962198500374825e-05,0.0006401877884179359
46,6.962198500374825e-05,0.0006935367707860973
47,7.286021686438771e-05,0.0006935367707860973
48,7.286021686438771e-05,0.0007202112619701779
49,7.609844872502716e-05,0.0007202112619701779
50,7.609844872502716e-05,0.0007735602443383392
51,8.257491244630607e-05,0.0007735602443383392
52,8.257491244630607e-05,0.0009069327002587425
53,8.581314430694552e-05,0.0009069327002587425
54,8.581314430694552e-05,0.0009336071914428232
55,8.905137616758498e-05,0.0009336071914428232
56,8.905137616758498e-05,0.0009602816826269039
57,9.06704920979047e-05,0.0009602816826269039
58,9.06704920979047e-05,0.0010136306649950653
59,9.228960802822443e-05,0.0010136306649950653
60,9.228960802822443e-05,0.0010669796473632266
61,9.714695581918362e-05,0.0010669796473632266
62,9.714695581918362e-05,0.0011203286297313878
63,0.00010362341954046252,0.0011203286297313878
64,0.00010362341954046252,0.0011736776120995491
65,0.0001084807673314217,0.0011736776120995491
66,0.0001084807673314217,0.00120035210328363
67,0.0001149572310527006,0.00120035210328363
68,0.0001149572310527006,0.0012270265944677105
69,0.00011819546291334005,0.0012270265944677105
70,0.00011819546291334005,0.0012803755768358719
71,0.0001214336947739795,0.0012803755768358719
72,0.0001214336947739795,0.0013870735415721946
73,0.00012305281070429925,0.0013870735415721946
74,0.00012305281070429925,0.0014137480327562752
75,0.00012467192663461897,0.0014137480327562752
76,0.00012467192663461897,0.0014670970151244365
77,0.00012952927442557815,0.0014670970151244365
78,0.00012952927442557815,0.0015737949798607593
79,0.0001327675062862176,0.0015737949798607593
80,0.0001327675062862176,0.0016271439622289204
81,0.00013600573814685706,0.0016271439622289204
82,0.00013600573814685706,0.0016804929445970818
83,0.00013762485407717678,0.0016804929445970818
84,0.00013762485407717678,0.0017071674357811626
85,0.0001392439700074965,0.0017071674357811626
86,0.0001392439700074965,0.0017871909093334045
87,0.00014572043372877542,0.0017871909093334045
88,0.00014572043372877542,0.0018405398917015659
89,0.00014733954965909514,0.0018405398917015659
90,0.00014733954965909514,0.0018938888740697272
91,0.00014895866558941486,0.0018938888740697272
92,0.00014895866558941486,0.0019472378564378884
93,0.0001505777815197346,0.0019472378564378884
94,0.0001505777815197346,0.001973912347621969
95,0.00015219689745005433,0.001973912347621969
96,0.00015219689745005433,0.0020272613299901305
97,0.00015543512931069376,0.0020272613299901305
98,0.00015543512931069376,0.0020539358211742113
99,0.00016029247710165295,0.0020539358211742113
100,0.00016029247710165295,0.0021072848035423725
101,0.0001619115930319727,0.0021072848035423725
102,0.0001619115930319727,0.0022673317506468563
103,0.00016514982489261213,0.0022673317506468563
104,0.00016514982489261213,0.002294006241830937
105,0.00016676894082293188,0.002294006241830937
106,0.00016676894082293188,0.00242737869775134
