epoch,AUPRC,AUROC,loss,val_AUPRC,val_AUROC,val_loss
0,0.3133726716041565,0.7075498104095459,0.028669757768511772,0.35472050309181213,0.7221358418464661,0.028757568448781967
1,0.3349778354167938,0.4203326404094696,0.023230763152241707,0.25973573327064514,0.4606351852416992,0.029730048030614853
2,0.36643221974372864,0.7326982021331787,0.02525247633457184,0.39142295718193054,0.7237992882728577,0.0263554397970438
3,0.4931917190551758,0.5172222256660461,0.0160844586789608,0.24331164360046387,0.4477493464946747,0.02781977877020836
4,0.389091432094574,0.7541908025741577,0.024125056341290474,0.3688291609287262,0.723483145236969,0.028093846514821053
5,0.3171102702617645,0.4384072721004486,0.021867545321583748,0.3161986172199249,0.46369072794914246,0.025895876809954643
6,0.4120670258998871,0.7584753632545471,0.023364968597888947,0.4014379382133484,0.7280386686325073,0.02664167247712612
7,0.4019484519958496,0.4839031398296356,0.020954539999365807,0.33067232370376587,0.46899935603141785,0.02452971786260605
8,0.42146533727645874,0.761663556098938,0.02279544062912464,0.4114055633544922,0.7283459901809692,0.02578902617096901
9,0.299612432718277,0.3963657319545746,0.023382171988487244,0.3550887107849121,0.46585890650749207,0.02483936958014965
10,0.4349082410335541,0.7729586362838745,0.02194058895111084,0.41084274649620056,0.7304065823554993,0.026554321870207787
11,0.25356394052505493,0.38309505581855774,0.02109900303184986,0.3569687008857727,0.47617530822753906,0.0243238415569067
12,0.44790107011795044,0.7820209860801697,0.021659361198544502,0.4177163541316986,0.7290064096450806,0.027363456785678864
13,0.36456775665283203,0.4156084656715393,0.017652474343776703,0.3776603043079376,0.47567373514175415,0.02381962537765503
14,0.4666469991207123,0.7819253206253052,0.020842090249061584,0.4125194549560547,0.7288963198661804,0.028970295563340187
15,0.3778608441352844,0.443211168050766,0.02263094112277031,0.3206701874732971,0.4700641632080078,0.030821220949292183
