epoch,AUPRC,AUROC,loss,val_AUPRC,val_AUROC,val_loss
0,0.17105579376220703,0.49224022030830383,0.027573084458708763,0.22869008779525757,0.5494844913482666,0.02499736100435257
1,0.15614071488380432,0.1666666716337204,0.03093785047531128,0.06666667014360428,0.06666667014360428,0.023272370919585228
2,0.2511598467826843,0.5473580956459045,0.017833884805440903,0.27025920152664185,0.5731815695762634,0.017382081598043442
3,0.196712926030159,0.20555554330348969,0.03430767357349396,0.06666667014360428,0.06666667014360428,0.0034241178072988987
4,0.28794237971305847,0.570529580116272,0.015268749557435513,0.2971905767917633,0.5837966799736023,0.020687492564320564
5,0.1666666716337204,0.1666666716337204,0.024360960349440575,0.06666667014360428,0.06666667014360428,0.0032017910853028297
6,0.3043617308139801,0.5839890837669373,0.014006814919412136,0.31668275594711304,0.5898085832595825,0.017298385500907898
7,0.18712352216243744,0.21666666865348816,0.029886970296502113,0.06666667014360428,0.06666667014360428,0.002099506789818406
8,0.3195430636405945,0.5913255214691162,0.013176769018173218,0.3301326632499695,0.5919138789176941,0.016631092876195908
9,0.13333334028720856,0.13333334028720856,0.006457751151174307,0.06666667014360428,0.06666667014360428,0.010250868275761604
10,0.33262044191360474,0.594977080821991,0.012448561377823353,0.33163246512413025,0.5922631621360779,0.01612480916082859
11,0.1666666716337204,0.1666666716337204,0.006981842219829559,0.06666667014360428,0.06666667014360428,0.008039640262722969
12,0.34386226534843445,0.6015756130218506,0.011918541975319386,0.33926042914390564,0.5949446558952332,0.016196340322494507
13,0.14356176555156708,0.15833333134651184,0.03206315264105797,0.06666667014360428,0.06666667014360428,0.0011872154427692294
14,0.35004571080207825,0.6022501587867737,0.011727324686944485,0.342686265707016,0.5944172143936157,0.014993450604379177
15,0.1666666716337204,0.1666666716337204,0.014156406745314598,0.06666667014360428,0.06666667014360428,0.005595862865447998
16,0.36182740330696106,0.605216383934021,0.011135398410260677,0.35386669635772705,0.5972049236297607,0.014595129527151585
17,0.072968989610672,0.0833333358168602,0.00824693962931633,0.06666667014360428,0.06666667014360428,0.006482717581093311
18,0.3760297894477844,0.6077821850776672,0.010627122595906258,0.34239915013313293,0.5963748693466187,0.015815433114767075
19,0.10000000149011612,0.10000000149011612,0.011633605696260929,0.06666667014360428,0.06666667014360428,0.003641657531261444
20,0.3789115846157074,0.6096449494361877,0.01047434564679861,0.34346631169319153,0.5950405597686768,0.014947336167097092
21,0.13333334028720856,0.13333334028720856,0.031818050891160965,0.06666667014360428,0.06666667014360428,0.004091803915798664
