,fpr,tpr
0,0.0,0.0
1,0.0,0.00018301610541727673
2,0.0,0.009242313323572475
3,5.037732617303604e-06,0.009242313323572475
4,5.037732617303604e-06,0.015373352855051245
5,5.037732617303604e-06,0.015556368960468522
6,5.037732617303604e-06,0.052434114202049784
7,5.037732617303604e-06,0.05261713030746706
8,5.037732617303604e-06,0.11420204978038068
9,1.0075465234607208e-05,0.11420204978038068
10,1.0075465234607208e-05,0.1269216691068814
11,1.0075465234607208e-05,0.12710468521229867
12,1.0075465234607208e-05,0.14211200585651537
13,1.5113197851910811e-05,0.14211200585651537
14,1.5113197851910811e-05,0.1665446559297218
15,2.0150930469214415e-05,0.1665446559297218
16,2.0150930469214415e-05,0.1679172767203514
17,2.518866308651802e-05,0.1679172767203514
18,2.518866308651802e-05,0.17002196193265007
19,3.0226395703821623e-05,0.17002196193265007
20,3.0226395703821623e-05,0.1894216691068814
21,3.526412832112523e-05,0.1894216691068814
22,3.526412832112523e-05,0.20305636896046853
23,3.526412832112523e-05,0.2032393850658858
24,3.526412832112523e-05,0.24112371888726208
25,4.030186093842883e-05,0.24112371888726208
26,4.030186093842883e-05,0.2544838945827233
27,4.533959355573244e-05,0.2544838945827233
28,4.533959355573244e-05,0.2756222547584187
29,4.533959355573244e-05,0.275805270863836
30,4.533959355573244e-05,0.2850475841874085
31,5.037732617303604e-05,0.2850475841874085
32,5.037732617303604e-05,0.29465592972181553
33,5.5415058790339646e-05,0.29465592972181553
34,5.5415058790339646e-05,0.3125
35,6.0452791407643246e-05,0.3125
36,6.0452791407643246e-05,0.32457906295754024
37,6.549052402494685e-05,0.32457906295754024
38,6.549052402494685e-05,0.32842240117130306
39,7.052825664225046e-05,0.32842240117130306
40,7.052825664225046e-05,0.33482796486090777
41,7.556598925955406e-05,0.33482796486090777
42,7.556598925955406e-05,0.3390373352855051
43,8.060372187685766e-05,0.3390373352855051
44,8.060372187685766e-05,0.35056734992679356
45,8.564145449416126e-05,0.35056734992679356
46,8.564145449416126e-05,0.36438506588579794
47,9.067918711146488e-05,0.36438506588579794
48,9.067918711146488e-05,0.36475109809663253
49,9.571691972876848e-05,0.36475109809663253
50,9.571691972876848e-05,0.3681368960468521
51,0.00010075465234607208,0.3681368960468521
52,0.00010075465234607208,0.37015007320644217
53,0.00010579238496337569,0.37015007320644217
54,0.00010579238496337569,0.3715226939970717
55,0.00011083011758067929,0.3715226939970717
56,0.00011083011758067929,0.3720717423133236
57,0.00011586785019798289,0.3720717423133236
58,0.00011586785019798289,0.3730783308931186
59,0.00012090558281528649,0.3730783308931186
60,0.00012090558281528649,0.37545754026354317
61,0.0001259433154325901,0.37545754026354317
62,0.0001259433154325901,0.3765556368960469
63,0.0001309810480498937,0.3765556368960469
64,0.0001309810480498937,0.3769216691068814
65,0.00013601878066719732,0.3769216691068814
66,0.00013601878066719732,0.37765373352855053
67,0.00014105651328450092,0.37765373352855053
68,0.00014105651328450092,0.3809480234260615
69,0.00014609424590180452,0.3809480234260615
70,0.00014609424590180452,0.38524890190336747
71,0.00015113197851910812,0.38524890190336747
72,0.00015113197851910812,0.3904648609077599
73,0.00015616971113641172,0.3904648609077599
74,0.00015616971113641172,0.3914714494875549
75,0.00016120744375371532,0.3914714494875549
76,0.00016120744375371532,0.3926610541727672
77,0.00016624517637101892,0.3926610541727672
78,0.00016624517637101892,0.3964128843338214
79,0.00017128290898832252,0.3964128843338214
80,0.00017128290898832252,0.39687042459736455
81,0.00017632064160562615,0.39687042459736455
82,0.00017632064160562615,0.39824304538799415
83,0.00018135837422292975,0.39824304538799415
84,0.00018135837422292975,0.3987005856515373
85,0.00018639610684023335,0.3987005856515373
86,0.00018639610684023335,0.40135431918008785
87,0.00019143383945753695,0.40135431918008785
88,0.00019143383945753695,0.401811859443631
89,0.00019647157207484055,0.401811859443631
90,0.00019647157207484055,0.40263543191800877
91,0.00020150930469214415,0.40263543191800877
92,0.00020150930469214415,0.40446559297218154
93,0.00020654703730944775,0.40446559297218154
94,0.00020654703730944775,0.41453147877013174
95,0.00021158476992675138,0.41453147877013174
96,0.00021158476992675138,0.41498901903367497
97,0.00021662250254405498,0.41498901903367497
98,0.00021662250254405498,0.4185578330893119
99,0.00022166023516135858,0.4185578330893119
100,0.00022166023516135858,0.41947291361639827
101,0.00022669796777866218,0.41947291361639827
102,0.00022669796777866218,0.4207540263543192
103,0.00023173570039596578,0.4207540263543192
104,0.00023173570039596578,0.4236822840409956
105,0.00023677343301326938,0.4236822840409956
106,0.00023677343301326938,0.42468887262079064
107,0.00024181116563057298,0.42468887262079064
108,0.00024181116563057298,0.4248718887262079
109,0.0002468488982478766,0.4248718887262079
110,0.0002468488982478766,0.42542093704245976
111,0.0002518866308651802,0.42542093704245976
112,0.0002518866308651802,0.4264275256222548
113,0.0002569243634824838,0.4264275256222548
114,0.0002569243634824838,0.4287152269399707
115,0.0002619620960997874,0.4287152269399707
116,0.0002619620960997874,0.4289897510980966
117,0.000266999828717091,0.4289897510980966
118,0.000266999828717091,0.4334736456808199
119,0.00027203756133439464,0.4334736456808199
120,0.00027203756133439464,0.43420571010248904
121,0.0002770752939516982,0.43420571010248904
122,0.0002770752939516982,0.4362188872620791
123,0.00028211302656900184,0.4362188872620791
124,0.00028211302656900184,0.4391471449487555
125,0.0002871507591863054,0.4391471449487555
126,0.0002871507591863054,0.44234992679355783
127,0.00029218849180360904,0.44234992679355783
128,0.00029218849180360904,0.44244143484626647
129,0.0002972262244209126,0.44244143484626647
130,0.0002972262244209126,0.4435395314787701
131,0.00030226395703821624,0.4435395314787701
132,0.00030226395703821624,0.4491215226939971
133,0.00031233942227282344,0.4491215226939971
134,0.00031233942227282344,0.4492130307467057
135,0.00031737715489012707,0.4492130307467057
136,0.00031737715489012707,0.44930453879941434
137,0.00032241488750743065,0.44930453879941434
138,0.00032241488750743065,0.453696925329429
139,0.00032745262012473427,0.453696925329429
140,0.00032745262012473427,0.45470351390922403
141,0.00033249035274203785,0.45470351390922403
142,0.00033249035274203785,0.4596449487554905
143,0.0003375280853593415,0.4596449487554905
144,0.0003375280853593415,0.463305270863836
145,0.00034256581797664505,0.463305270863836
146,0.00034256581797664505,0.4667825768667643
147,0.0003476035505939487,0.4667825768667643
148,0.0003476035505939487,0.4687957540263543
149,0.0003476035505939487,0.4689787701317716
150,0.0003476035505939487,0.46952781844802344
151,0.0003526412832112523,0.46952781844802344
152,0.0003526412832112523,0.46980234260614934
153,0.0003576790158285559,0.46980234260614934
154,0.0003576790158285559,0.4703513909224012
155,0.0003627167484458595,0.4703513909224012
156,0.0003627167484458595,0.4740117130307467
157,0.0003677544810631631,0.4740117130307467
158,0.0003677544810631631,0.47492679355783307
159,0.0003727922136804667,0.47492679355783307
160,0.0003727922136804667,0.4778550512445095
161,0.0003778299462977703,0.4778550512445095
162,0.0003778299462977703,0.47812957540263545
163,0.0003828676789150739,0.47812957540263545
164,0.0003828676789150739,0.47904465592972184
165,0.00038790541153237753,0.47904465592972184
166,0.00038790541153237753,0.4799597364568082
167,0.0003929431441496811,0.4799597364568082
168,0.0003929431441496811,0.48343704245973645
169,0.00039798087676698473,0.48343704245973645
170,0.00039798087676698473,0.4836200585651537
171,0.0004030186093842883,0.4836200585651537
172,0.0004030186093842883,0.48462664714494874
173,0.00040805634200159193,0.48462664714494874
174,0.00040805634200159193,0.4847181551976574
175,0.0004130940746188955,0.4847181551976574
176,0.0004130940746188955,0.48499267935578333
177,0.00041813180723619913,0.48499267935578333
178,0.00041813180723619913,0.4859077598828697
179,0.00041813180723619913,0.486090775988287
180,0.00041813180723619913,0.48718887262079064
181,0.00042316953985350276,0.48718887262079064
182,0.00042316953985350276,0.4873718887262079
183,0.00043324500508810996,0.4873718887262079
184,0.00043324500508810996,0.48938506588579794
185,0.00043828273770541354,0.48938506588579794
186,0.00043828273770541354,0.49057467057101023
187,0.00044332047032271716,0.49057467057101023
188,0.00044332047032271716,0.4912152269399707
189,0.00044835820294002074,0.4912152269399707
190,0.00044835820294002074,0.4921303074670571
191,0.00045339593555732436,0.4921303074670571
192,0.00045339593555732436,0.4930453879941435
193,0.00045843366817462794,0.4930453879941435
194,0.00045843366817462794,0.493685944363104
195,0.00046347140079193157,0.493685944363104
196,0.00046347140079193157,0.4940519765739385
197,0.0004685091334092352,0.4940519765739385
198,0.0004685091334092352,0.4958821376281113
199,0.00047354686602653877,0.4958821376281113
200,0.00047354686602653877,0.49606515373352855
201,0.0004785845986438424,0.49606515373352855
202,0.0004785845986438424,0.4964311859443631
203,0.00048362233126114597,0.4964311859443631
204,0.00048362233126114597,0.4966142020497804
