tpr,fpr
0.0,0.0
0.0022940062418309,0.00015219689745
0.0049347808690549,0.0003464908090884
0.0069086932166768,0.0005731670393331
0.0088025820907466,0.0008338447041146
0.0109098668942889,0.0011236664556418
0.0130438261890154,0.0013309132947228
0.0151511109925578,0.001544636597525
0.017205046813732,0.0017502643206756
0.0194990530555629,0.0019218906092895
0.0222465256475232,0.0020692301589486
0.0248606257835631,0.002218188824538
0.0276614473578916,0.0023817195335003
0.0308357118087972,0.0025242017353684
0.0345968150657526,0.0026699221690972
0.0379311264637627,0.0028075470231744
0.041345461335325,0.0029338380657393
0.0448398196804396,0.0030633673401649
0.0484142014991064,0.0031945157305208
0.0519085598442209,0.0033029964978522
0.0554295926805196,0.0034325257722778
0.0593240683933953,0.0035766270900762
0.0639921043506095,0.0037077754804321
0.0672463922750673,0.0038227327114848
0.0706874016378137,0.003960357565562
0.0744751793859532,0.0040834103762663
0.0781562591693563,0.0041999867232493
0.0825308757235455,0.0043036101427898
0.0866120728747099,0.0044379967650063
0.0904531996052175,0.00455781134385
0.0942943263357251,0.0046630538793208
0.0974952652778148,0.0047828684581644
0.100882925658193,0.0049026830370081
0.1054442636506708,0.005028974079573
0.1092587158899944,0.005155265122138
0.1132065405852383,0.0052961282080758
0.1171010162981141,0.0053965133957556
0.1202752807490197,0.0055260426701812
0.1248366187414975,0.0056539528286764
0.1288644669102936,0.0057802438712414
0.1331590599909306,0.0059016775660154
0.1372669316332791,0.00602634949265
0.1413481287844434,0.0061607361148665
0.1450558830590306,0.0062854080415011
0.1487636373336178,0.0064036035044145
0.1521512977139961,0.0065298945469794
0.156445890794633,0.0066739958647779
0.1602336685427725,0.0067824766321093
0.1634612819760463,0.0069136250224652
0.1669823148123449,0.007049630760612
0.170316626210355,0.0071856364987589
0.1729040518552108,0.0073103084253935
0.1768785510416388,0.0074560288591223
0.1796526981247832,0.0075871772494782
0.1826669156285844,0.0076972771327399
0.1859212035530422,0.0078397593346081
0.1896022833364453,0.007966050377173
0.1928298967697191,0.0081020561153199
0.1960041612206247,0.0082607294764912
0.1987783083037691,0.0083951160987077
0.2022993411400677,0.0085311218368546
0.2055269545733415,0.0086703658068621
0.2088079169889834,0.0088063715450089
0.2118221344927845,0.008958568442459
0.2145429325935607,0.009120480035491
0.2177171970444663,0.0092759151648017
0.2204913441276107,0.0094200164826001
0.2229987462989143,0.0095722133800502
0.2255061484702179,0.0097260293934306
0.2285470404652031,0.0098911792183232
0.231481234495452,0.0100709010865887
0.2338285897196511,0.0102101450565961
0.236469364346875,0.0103785331133494
0.2389500920269945,0.0105582549816149
0.2409773533569847,0.0107395959658107
0.2431646616340793,0.0108950310951214
0.2457787617701192,0.011055323572223
0.2484995598708954,0.0112641895272343
0.2509269385686468,0.0114293393521269
0.2532209448104777,0.0115977274088802
0.2551415081757315,0.0117644963497031
0.257622235855851,0.0119134550152925
0.2597295206593934,0.0120850813039064
0.2619435034276721,0.0122469928969384
0.264237509669503,0.0124234765333432
0.2667715863319907,0.0126339616042848
0.2690655925738217,0.0128314937477838
0.2712262263597322,0.0130144538479099
0.2735469070927472,0.013197413948036
0.2755474939315532,0.0133819931640925
0.2776281042439115,0.0135746679598005
0.2796553655739017,0.0137802956829511
0.2816559524127077,0.0140199248406385
0.2833364453573048,0.0142838407372806
0.2856838005815039,0.0144748964170583
0.2878444343674144,0.0147031917632334
0.2899250446797727,0.0149347253412691
0.2917922590626584,0.0151387339484894
0.2938461948838325,0.0154156027725741
0.2960601776521113,0.0156438981187492
0.2980607644909173,0.0158689552330636
0.3000080023473552,0.0161280137819148
0.3022219851156339,0.0163692620555324
0.3044893168662808,0.0165732706627527
0.3065966016698231,0.0167788983859033
0.3087038864733655,0.0170298613551028
0.3105711008562511,0.0173132066429088
0.3124116407479527,0.0175350255253626
0.3144655765691269,0.0178037987697957
0.3165195123903011,0.0181017161009745
0.3182266798260823,0.0183445834905225
0.3202272666648884,0.0185566876773943
0.3222011790125103,0.0188125079943849
0.3239350209394755,0.019076423891027
0.3258555843047294,0.0193160530487143
0.3277761476699832,0.019633399771057
0.3296166875616848,0.0198956965517688
0.3313238549974659,0.020109419854571
0.333031022433247,0.0204381003884259
0.3351116327456054,0.0206874442416951
0.3370321961108591,0.0209918380365952
0.3389260849849289,0.0212784215562618
0.3404198564912374,0.0215892918148832
