epoch,AUPRC,AUROC,loss,val_AUPRC,val_AUROC,val_loss
0,0.1786680370569229,0.6583110690116882,0.012090230360627174,0.20736674964427948,0.5440136790275574,0.011291902512311935
1,0.10000000149011612,0.09999999403953552,0.011070283129811287,0.12135548144578934,0.15611772239208221,0.015338593162596226
2,0.20412816107273102,0.6916059851646423,0.010171967558562756,0.20777003467082977,0.5462642908096313,0.011645584367215633
3,0.14356176555156708,0.16190475225448608,0.007035096175968647,0.12335751950740814,0.15834656357765198,0.012744087725877762
4,0.21817255020141602,0.7108591794967651,0.009505108930170536,0.2118566781282425,0.5489076375961304,0.01147275697439909
5,0.14356176555156708,0.16190475225448608,0.00801398977637291,0.14598950743675232,0.16006116569042206,0.014491602778434753
6,0.23637954890727997,0.7167441248893738,0.009074140340089798,0.21212932467460632,0.5458240509033203,0.011927161365747452
7,0.09041059762239456,0.09444443881511688,0.017503267154097557,0.133492574095726,0.15775132179260254,0.013216672465205193
8,0.256087064743042,0.7235155701637268,0.00870989728718996,0.21483856439590454,0.5616425275802612,0.011388726532459259
9,0.11022842675447464,0.12857143580913544,0.00927511416375637,0.1464952528476715,0.1583399474620819,0.013683821074664593
10,0.26974964141845703,0.7292264103889465,0.00843426026403904,0.21700648963451385,0.5583001971244812,0.01126546785235405
11,0.13333334028720856,0.13333334028720856,0.0082545829936862,0.127755805850029,0.1605042964220047,0.015654172748327255
12,0.2720097601413727,0.7364104986190796,0.00806873757392168,0.2186417579650879,0.5549061894416809,0.012109754607081413
13,0.13333334028720856,0.13333334028720856,0.004992648959159851,0.11867453157901764,0.1546296328306198,0.01498173363506794
