st_petersburg,ptb_diag,chapman,ningbo,georgia,china,ptbxl
0.8171557562076749,0.5845143332371561,0.5115686071041079,0.48547708837177284,0.4759749462408796,0.6329329609899791,0.6173133616960738
0.7784585617542727,0.6194436429674638,0.4707194970663942,0.42096477234729707,0.44141747433711986,0.6448826648129795,0.5692182665293619
0.7408900354724284,0.6051019195845143,0.4699513044526257,0.40481199632723475,0.43972991384482085,0.646630860450391,0.5562015184552049
0.7210577233150597,0.5887574466640642,0.48014100489961486,0.40999209444773566,0.44949991098362685,0.6480270906746687,0.5446047050139236
0.6984843598839083,0.5976000950457407,0.5029653107286131,0.42681483727467184,0.473989634875361,0.6538052320779649,0.5781673873359994
0.6778458561754273,0.5997386242129024,0.5290840513957047,0.4458305673900885,0.49686180402235114,0.6535823938718203,0.6161964066960116
0.6725249919380846,0.5891478130993397,0.5673543866363412,0.4763973530244459,0.5277797852082428,0.6577398265150682,0.6515188799674367
0.6760722347629797,0.577682920619834,0.6088303102058737,0.5194633115449799,0.5498207289866036,0.6645355171511947,0.6798922399109341
0.664785553047404,0.5797450737453114,0.6493774763715886,0.5706643263626554,0.5672720738259233,0.6771789771684469,0.7056117113556079
0.6768784263140923,0.5943583563875829,0.6704308617173902,0.6058382106741573,0.5731000780731953,0.6829928215504901,0.7146957064325178
0.6855852950661077,0.6058487075476502,0.6795729446201542,0.6265243884786361,0.5740706857692954,0.6870265068090886,0.7097622848969951
0.7029990325701387,0.6329027987576163,0.6789863304067447,0.6359921444857709,0.5737362804572461,0.6850889333957346,0.7031558902427201
0.7246049661399548,0.6555610244573058,0.677038306832258,0.6417860625278062,0.5738140477469681,0.681938817999119,0.7003482327850332
0.7300870686875202,0.6699197202939629,0.6745894613004215,0.6418993730187715,0.5731609337706902,0.6792861755772124,0.6968371939265904
0.7355691712350855,0.6856022675198153,0.6756385754577445,0.642630728894043,0.5744625107641905,0.6763660504533274,0.6972089536594059
0.7436310867462109,0.6978224341893107,0.6777041165799181,0.6412276657324414,0.5775749488356536,0.6729564360569688,0.7016383282833315
0.7460496613995484,0.7066650825709873,0.6842091148956907,0.6400099049715458,0.5830054710031388,0.6695156955456447,0.7101137599866207
0.7520154788777813,0.7152022267859265,0.6901871048839711,0.6363854861584571,0.5861776800003055,0.6655887120085894,0.7202927737830851
0.7571751048049017,0.7201751557222628,0.6969733705626352,0.6316777153467318,0.5870338252889116,0.6585150543258819,0.7332127660866382
0.7629796839729119,0.7278467047981126,0.7014138652142455,0.625221394011645,0.5864136395603603,0.6428894979903095,0.7517448812860346
0.7678168332795872,0.730511380030211,0.7073631521975431,0.6219873697423424,0.5861740243193686,0.6284248878152187,0.7740040650090584
0.7699129313124798,0.7329723858178177,0.7122261915824248,0.6206528382762586,0.5840204078984925,0.6127493014260543,0.7844855610511396
0.7789422766849403,0.7323444050306354,0.7155873608344524,0.6188784029902269,0.5822112173690883,0.6001714201813311,0.786910564132797
0.783295711060948,0.7292554184558462,0.719968299002908,0.6191739832387777,0.5831515707799275,0.599444794304959,0.7881408124177025
0.7907126733311836,0.7274054210017142,0.7240174249703972,0.6190004746550934,0.5840963907386176,0.6012808737565614,0.7888474923206995
0.7961947758787488,0.7274223934554218,0.7277680507290348,0.6192754388311351,0.5858944623571605,0.6072856731545718,0.7899368963933011
0.7929700096742986,0.731529727252669,0.7325266555801443,0.620749315143116,0.5893178475506851,0.6133408295250156,0.7916470334463751
0.7642695904546921,0.7376228381337089,0.7364634948806765,0.6220498702651085,0.5927542662772827,0.620992393688287,0.7933780785340163
0.7426636568848759,0.7453283321169741,0.7391327203237084,0.6213798416851589,0.5951940915995186,0.6286311277208825,0.7943429198404176
0.7007416962270235,0.7437838388295794,0.740552724267095,0.619924081249599,0.5957484343922644,0.6354143839701941,0.7949714175504901
0.6417284746855852,0.7442930124408085,0.7408513232814715,0.6181348480849971,0.5955348943532074,0.6389672633795838,0.7953791970089702
0.5836826830054821,0.742239345542185,0.739397771956337,0.6154579155395876,0.5940434931439386,0.6393173016921778,0.7942323028325435
0.5349887133182845,0.7399310918379469,0.7377920252503215,0.6137243853239682,0.5929098550953162,0.6384056340160775,0.7932282579436858
0.5027410512737827,0.7355182538739625,0.7355545043939281,0.6111869437592694,0.5915149090818049,0.6351506178192563,0.790594054083569
0.4824250241857465,0.7340586228551061,0.7341715292740195,0.6091634846095351,0.5911475592504521,0.632770923952942,0.7890804568829737
0.4704933892292809,0.7310205536414399,0.7334186834831036,0.6078993908149491,0.5907086253285883,0.63212298801527,0.7876463489932208
0.46114156723637534,0.7288141346594477,0.7332067252898832,0.6064318556935813,0.5906996488420148,0.6322197502569468,0.7873225788433639
0.45017736214124476,0.7201072659074322,0.7316650249063155,0.6038343753092803,0.5897725621901837,0.6337114006350255,0.7838830282570377
0.45049983876168975,0.7073270082655849,0.7293820273540654,0.5999868522001387,0.5885873079877996,0.6360766010993649,0.7761920202371807
0.44824250241857466,0.6923403316417455,0.7274846793896721,0.5968752340461978,0.5863077115949348,0.6392507593693794,0.7656905491529268
0.46114156723637534,0.6739252193689642,0.7227372482810105,0.5924811683488096,0.5827345139931657,0.6375534598337187,0.7517048222356064
0.4801676878426314,0.652081671447241,0.7159606597316968,0.5868289547458635,0.5789741200352924,0.6322008463183203,0.7386021355744199
0.5062882940986778,0.628439043432509,0.711031440987447,0.5835290296686753,0.5772167870213738,0.6259903805564733,0.7331293049339912
0.5353111899387295,0.6086152175019942,0.7078222026662194,0.5801452699994555,0.5750399510603037,0.6195657198638183,0.7278155521853787
0.564656562399226,0.5893175376364161,0.7035974469721791,0.5759813825372686,0.5721497935766062,0.6165274107110084,0.7171568758884074
0.5959367945823928,0.5674909621684007,0.6976728759003306,0.5697050312956784,0.5667802084645004,0.6095168196876262,0.6938671121781415
0.6165752982908739,0.5507730952663827,0.6939518191480412,0.5658660201936663,0.5652603536911442,0.6096235902341886,0.68107463876149
0.6230248306997743,0.5411327415604474,0.6905626675901535,0.5615365739738372,0.5638078469744544,0.6071715555372023,0.6702129768989529
0.6301193163495645,0.5344455947996402,0.686597715211743,0.5570469674560851,0.5614437631306202,0.6049546213706273,0.6615855635742508
0.6397936149629151,0.5324767901695548,0.6837926118296623,0.5534865275706402,0.5604361321732813,0.6027616211045039,0.6585883392296267
0.6468881006127055,0.5308304621599145,0.6824840256458224,0.5514188229944775,0.5595751433786267,0.6028227549278714,0.6579974973128685
0.6523702031602708,0.5324089003547243,0.6822885098543632,0.5503849881088858,0.5591325239446017,0.6011943779135924,0.6573372527685128
0.6591422121896162,0.5340212834569493,0.6834929201424222,0.5504836288773632,0.5593300934309604,0.5999412865231436,0.6584491871876048
0.6565623992260561,0.5401992566065277,0.6851314790008385,0.5511165933814254,0.5600190943700257,0.5980420945288698,0.6606750194451735
0.6620445017736214,0.5445442047556815,0.6869883254181584,0.5522942726360852,0.5605694641860857,0.5977511367599017,0.6636030583385576
0.6630119316349565,0.5498735552198781,0.6888153935939008,0.5531799086117687,0.5613664134780378,0.5976643369397643,0.6638430528111933
0.6659142212189616,0.5527079549890528,0.6909118986239504,0.5547126707996038,0.5630575130383061,0.5987428421979959,0.6667923168334696
0.6681715575620768,0.5562551978139479,0.6929400767274884,0.5562348601106475,0.5652006749710431,0.6007688672319494,0.6670915446513159
0.6672041277007417,0.5592593221201989,0.6947108693447118,0.558225757934617,0.568015267251755,0.6036153037018683,0.6698119820367824
0.6742986133505321,0.5619239973522971,0.6959079186211659,0.5598037347868773,0.5702609157114094,0.607039055904269,0.6693610815722988
0.6762334730732021,0.5701726098542066,0.6960570829972685,0.5614143753053711,0.57183388091167,0.6086377062456411,0.6707964219924051
0.6942921638181232,0.5775386547633191,0.6967914724973425,0.562818831818623,0.572668460937064,0.6108819008552655,0.6698698821994568
0.7004192196065784,0.5878409341638521,0.6965334563992956,0.5641753574960937,0.5730068338019403,0.6116482846511031,0.6703087989213529
0.7120283779425991,0.5940104210865764,0.6967850762926281,0.5655254797488829,0.5729852495552219,0.6123496173328928,0.670188336894807
0.7181554337310545,0.6009266959724368,0.6956318414543764,0.566518715663482,0.5726063469042912,0.6141241041276658,0.6717240039813712
0.7258948726217349,0.6029124730562297,0.6952475199290162,0.5672625158170421,0.572007794237189,0.6151243782806592,0.6703450291290654
0.727829732344405,0.6054922860197899,0.6943760087026977,0.5677207941305413,0.5714067032040948,0.6152031599860515,0.6704872485037043
0.7365366010964205,0.6078344846314432,0.6943359634046655,0.5682253971798552,0.570985819884839,0.6168230887292148,0.6699984076081852
0.7400838439213158,0.6105670496783719,0.6930102577106148,0.5682034110358474,0.5701151766212413,0.6186507829993025,0.6706982429252213
0.7487907126733311,0.6097523719004057,0.6922740257781057,0.5681128556253838,0.5688763129969285,0.6207262301325112,0.6688659377468366
0.7462108997097711,0.6098881515300667,0.6904331248288776,0.5676967337480717,0.5675945764794921,0.6224393364809309,0.668497446435058
0.7533053853595614,0.6104991598635414,0.6899860879496107,0.5677533932577407,0.5667709824804149,0.6242592420530044,0.6671534573399213
0.7520154788777813,0.6114326448174612,0.6885441840522349,0.5674568649768759,0.5656009801694171,0.6258331211228573,0.6669324905782844
0.7578200580457917,0.6116872316230757,0.6884444398748504,0.5675275716378486,0.5651421569567586,0.6279313837499542,0.6665578441080466
0.7565301515640116,0.613197780003055,0.6869236484839779,0.5670494321280446,0.5641735072737419,0.6289442815585655,0.6669232212918249
0.7665269267978072,0.6155230061610006,0.6865198390218542,0.5666821633032143,0.5637811643003166,0.6301638723708842,0.6670367873157942
0.764269590454692,0.6187986897265738,0.6858448025817953,0.566482062562945,0.5640435082222665,0.6312416836435047,0.6691761583983009
0.7752337955498226,0.6214973098660873,0.6858552759674346,0.5664746735350115,0.5641587001387901,0.6315672661325845,0.6705283475906958
0.7736214124475976,0.6240771228296474,0.6850699318769615,0.5660410661893454,0.5643423574269248,0.6315069983573762,0.6720804387121557
0.7810383747178329,0.6260289550060252,0.6858040598329991,0.5664953723557824,0.56504082028794,0.6305906276382924,0.674165005987676
0.7781360851338278,0.62857482306217,0.6859899653341397,0.5666506014104944,0.5656217508372919,0.6295499704052416,0.6766983800067998
0.7842631409222832,0.6326482119520019,0.6868313583116336,0.5671294577645718,0.5661012308167871,0.6287192925705687,0.6791335589355862
0.7820058045791679,0.6363312344065581,0.6865054192273087,0.5670509227492395,0.5663577359545702,0.6288891125702016,0.6802336930577658
0.7852305707836182,0.6397257251480846,0.6869880173774043,0.567551443243643,0.5666789721370725,0.6278210228315532,0.6821033177807767
0.7823282811996131,0.6428316841765814,0.6862224285798213,0.5671392575559314,0.566671883153416,0.6286703293047756,0.6832168501315486
0.781683327958723,0.6457848911217094,0.6861737290802259,0.5673069140626839,0.5666505375564916,0.6281073463825569,0.6845360593546598
0.7771686552724928,0.6482628693630238,0.6863763007485809,0.5674755112258606,0.5667409397256534,0.6290675414326616,0.685486423201803
0.7803934214769429,0.6514706631137663,0.6848064785690002,0.5665373024443565,0.5657963909599111,0.6302922367672429,0.685989279498062
0.7771686552724927,0.652641762419593,0.6835102256395036,0.5657986757858823,0.5648813588346114,0.6325700294571082,0.6858154644509677
0.7758787487907127,0.6562568950593187,0.6814683339103188,0.5645982810961274,0.5633857188795678,0.6352358862827149,0.6853305385820005
0.7707191228635925,0.659108267282201,0.6792382903073245,0.5631915343691453,0.5614270576450333,0.6387083665987594,0.6845762581865893
0.7700741696227024,0.6626555101070961,0.6770549846236518,0.5619647268491219,0.5601248541958235,0.6411441241786882,0.6850184712728662
0.7668494034182521,0.6631137663572022,0.674827579709381,0.5606866151762941,0.5588006922536273,0.6434309903002605,0.6842313561099039
0.7694292163818123,0.6650486260798724,0.6732944056614032,0.5598592911400533,0.5579581933941563,0.6445269943196418,0.6849176419501422
0.7723315059658175,0.666219725385699,0.6721110118896989,0.5591008542250121,0.5571891173133829,0.6463541666666667,0.6847300290457723
0.7713640761044824,0.6697160508494713,0.6712754251898152,0.5587762795848223,0.5568234027755058,0.6474907717119994,0.6868259304351285
0.7745888423089325,0.6709210950627132,0.6703574986151535,0.5582696732899844,0.5567866425714263,0.6487524432881842,0.687839603015139
0.781038374717833,0.6733311834891971,0.6699173635924052,0.558203001932129,0.5568212305199935,0.6491583961935176,0.6910791211333642
0.781683327958723,0.6743834756190703,0.6694912037393403,0.5581108259004157,0.5568969611506773,0.6497775288606247,0.6917970612104689
0.7884553369880682,0.6755885198323122,0.6701054486271831,0.5584854477957176,0.5571658245510932,0.6502019612836325,0.6949651831141304
0.7897452434698484,0.677811911268012,0.6698961494650006,0.5583693305482516,0.5572992786007243,0.6502296461476342,0.6964631140756662
0.7955498226378588,0.6802474583750573,0.6702670072845709,0.5586942043729644,0.5576298302609848,0.650882141742833,0.6992622576457352
0.7939374395356337,0.6820719971486278,0.6706822665634037,0.559161283275275,0.5580997371294214,0.6500253390779283,0.7004474450001199
0.8045791680103193,0.68363346288973,0.6715624697698686,0.5597357007334127,0.5583541649292239,0.6496111386411189,0.7027170057398878
0.8058690744920993,0.6861114411310443,0.6722478836960863,0.5601907242051163,0.5587115646913204,0.6488868642862387,0.7038962571852467
0.8116736536601097,0.6883857499278669,0.6727389704031886,0.5606975847376499,0.5588647751472013,0.6483529599346621,0.7061379895076277
0.8110287004192196,0.6906091413635669,0.6726137314943355,0.5607815053048948,0.558905787656703,0.6477423730407812,0.7070689270516273
0.8103837471783296,0.6909655628914272,0.673197808730591,0.5611944325000107,0.5589494226020101,0.6474665797177257,0.7082080824766939
0.8126410835214447,0.6940375770125087,0.6727452067754366,0.5609052266335762,0.5587107321289705,0.6475388976067247,0.7096543854332692
0.8142534666236698,0.6965834450686536,0.6733411697351286,0.5614431836862934,0.558635427271215,0.6478350000458832,0.7110979784037877
0.8145759432441149,0.6994178448378281,0.6735400216660755,0.5616465782222757,0.5585370872844699,0.6478804647065302,0.7129225638772028
0.8100612705578847,0.7012338973845448,0.673381557946453,0.5616113629592234,0.5581685414922173,0.6477888069871159,0.7154003249632659
0.8081264108352145,0.7040343522463043,0.6730993548371198,0.5614161358380271,0.5581068071295715,0.6481537516518003,0.7176552743359913
0.8039342147694293,0.7051884790984233,0.6732460577932347,0.5614960616695477,0.5578480999050521,0.6481808170906288,0.7196639810267196
0.7997420187036439,0.7061898538671736,0.6730452094094757,0.561132716587504,0.5576699803769122,0.6486172594794994,0.7212220967891981
0.7929700096742986,0.7083453554880429,0.6726315862338934,0.5609383130304841,0.5575571288555284,0.6479830770748449,0.72349625600133
0.7855530474040632,0.7109760858127259,0.6728159108466357,0.5609390893428677,0.5577905012348607,0.6492621499100687,0.725709339659058
0.7774911318929377,0.7125714964612433,0.6730910638911628,0.561099269924487,0.5578407044733645,0.649327470588775,0.7278143042797081
0.7755562721702677,0.7146251633598668,0.6734933186192921,0.561254863855239,0.5577337025838657,0.6501367725195463,0.7286744828426255
0.7778136085133828,0.718223323545885,0.6726248064312585,0.5608497242165931,0.5576019028112165,0.6504728049407187,0.7306904448044056
0.7836181876813931,0.7207861640557376,0.672203310780178,0.560550444959393,0.5570810089566569,0.6510252977829167,0.7312437933188415
0.7887778136085133,0.7235187291026663,0.6714729112796829,0.56009042801041,0.556784622183965,0.6510629508038763,0.7325905185726255
0.7920025798129636,0.7276600078073288,0.6712953548453962,0.5598813708656608,0.5565578533529124,0.652370155865727,0.7346173005036767
0.7907126733311834,0.7314448649841307,0.6700545666879056,0.5592051075845048,0.5561500523814602,0.6525472541111478,0.7361248022331399
0.7942599161560787,0.7339058707717374,0.6704429043672483,0.5593893798961247,0.5560882637802249,0.6535916164244026,0.7375213379220691
