fpr,tpr
0.0,0.0
0.0003224766204450177,0.0
0.003547242824895195,0.0
0.003547242824895195,0.05263157894736842
0.005804579168010319,0.05263157894736842
0.005804579168010319,0.10526315789473684
0.00709448564979039,0.10526315789473684
0.00709448564979039,0.15789473684210525
0.011286681715575621,0.15789473684210525
0.011286681715575621,0.21052631578947367
0.012254111576910674,0.21052631578947367
0.012254111576910674,0.2631578947368421
0.015156401160915834,0.2631578947368421
0.015156401160915834,0.3157894736842105
0.017736214124475975,0.3157894736842105
0.017736214124475975,0.3684210526315789
0.020316027088036117,0.3684210526315789
0.020316027088036117,0.42105263157894735
0.0254756530151564,0.42105263157894735
0.0254756530151564,0.47368421052631576
0.03257013866494679,0.47368421052631576
0.03257013866494679,0.5263157894736842
0.04127700741696227,0.5263157894736842
0.04127700741696227,0.5789473684210527
0.08513382779748468,0.5789473684210527
0.08513382779748468,0.631578947368421
0.09545307965172525,0.631578947368421
0.09545307965172525,0.6842105263157895
0.13898742341180265,0.6842105263157895
0.13898742341180265,0.7368421052631579
0.14608190906159305,0.7368421052631579
0.14608190906159305,0.7894736842105263
0.14962915188648823,0.7894736842105263
0.14962915188648823,0.8421052631578947
0.19348597226701064,0.8421052631578947
0.19348597226701064,0.8947368421052632
0.236375362786198,0.8947368421052632
0.236375362786198,0.9473684210526315
0.9793614962915189,0.9473684210526315
0.9793614962915189,1.0
1.0,1.0
